review_id,username,review_text,score_text,res_id
Check my instagram: minhhien25052001 for new post ^^",7.8,641
17226,Tien Tien,"Mình thường hay ghé chi nhánh Trần Hữu Trangg rồi mua take away, nay đặt Nowship thì thấy Trần Văn Đangg gần hơn nên đặt ship ở chi nhánh này luôn. Giá bình thường là 6k/1 cái, đặt trên Now còn được khuyến mãi còn 5k4 1 cái, mình đặt combo 10 cái luôn là thay vì 60 còn 54k, còn được freeship nữa. Mình ăn qua nhiều chỗ rồi ưng nhất vẫn là chỗ này chắc vì có hũ ớt thần thánh ăn kèm với xôi. Hũ ớt đó không cay lắm đâu chỉ hơi hăng hăng xíu thôi nên ai không ăn cay được cũng yên tâm. Miếng xôi chiên giòn rụm, bên trong thì đầy ắp thịt, thịt được nêm nếm rất vừa miệng.",7.8,641
17227,My Tran,"Ăn miếng đầu thấy ngon cực. Nhưng đến hết miếng t2 thì hơi ngán. do no mồm đói mắt đặt hẳn 5 miếng lận. Nhân thịt và nấm khá nhiều, sốt tương ớt vừa miệng. Nói chung là ngon hơn nhìu chỗ ở phú nhuận. M sẽ ủng hộ tiếp lần sau",8.4,641
17228,Ngonguyenngocanh,"Mình gọi ship 5 cái, ăn hết 1 cái rồi mới cmt (và cũng là lần đầu tiên cmt trên app) vì thấy ngon quá luôn. 
Sẽ ủng hộ tiếp nè",9.0,641
17229,Phương Nguyễn,"Ăn nhiều nơi, kể cả xôi chiên ở Phùng Văn Cũng hay***nhưng thấy chị này bán ngon nhất, nhân cũng nhiều ngập ngụa, có sốt ớt cũng ngon luôn. Gần nhà nên ghé mua ăn thử,ai ngờ ngon thiệt",10,641
17230,Hoang Anh,"1 xôi 5k giá bình dân, nhân thịt và nấm. Nhưng chắc do chiên trong dầu mỡ khá nhiều nên ăn 2 cái đã ngán 😅. May mà ko gọi nhiều, món này chắc chỉ ăn chơi vài cái chứ thì hợp",6.2,641
17231,Trang Phak,"Ăn thử rồi ngon lắm nha, sẽ ủng hộ tiếp.",9.0,641
17232,Ushi2005,"Món vừa miệng, dĩa tương đối, giá cả ổn. Mỗi lần ăn món Việt thì nhà mình nghĩ ngay tới các chi nhánh này",9.0,642
17233,San San Nguyễn,Tôi đang thuê rất nhiều nhân viên bán thời gian. Chỉ cần sử dụng điện thoại di động để làm việc 20 phút mỗi ngày.Nó có thể được thực hiện ở nhà. Lương được quyết toán ngay trong ngày.Sẽ không ảnh hưởng đến công việc ban đầu của bạn.Bạn có thể nhận được 6 triệu đồng mỗi tháng.Bạn có cần công việc bán thời gian này không? + ZALO: 0584003097,7.6,642
17234,Thi Nguyen,"Quanh đi quẩn lại vẫn là chi nhánh này ngon nấu ăn vừa miệng nhất. Nên sau cách ly cả nhà mình đến đây ăn tối. Đi nhầm đợt này nên vắng ít khách, nhiều bàn trống, người ta đặt tiệc cũng không nhiều đến là có bàn ngay. Chứ trước kia lúc nào đến tối cuối tuần cũng hết bàn, đông nên lên món cũng lâu. Món ăn ở đây những món đậm chất*** mấy món chiên xào vừa miệng. Mực tươi giòn. Tôm cũng to chắc thịt. Cá cuốn bánh tráng lóc xương sẵn luôn. Nhân viên nhanh nhẹn lắm.",8.4,642
17235,Thi Nguyen,"Làng nướng chi nhánh này gần nhà nên mình cùng gia đình cũng hay ghé đây ăn. Cuối tuần lúc nào cũng đông nên đặt bàn trước nha. Nhìn chung món ăn bếp tối làm ngon hơn những buổi khác. Cùng 1 món ăn 2 lần, buổi trưa ăn không ngon đậm đà. Món ăn dĩa to, nên đi đông ăn sẽ ok hơn ăn được nhiều món. Mì xào hải sản có sốt nêm nếm vừa ăn, tôm mực cũng tươi. Ếch chiên bơ thấm vị, vừa ăn. Mực 1 nắng nướng trưa mình ăn dai quá, nhai không nổi luôn. Đi ít thì nhân viên có thể linh động xếp bàn. Món lên nhanh, giá cả ok. Có bãi giữ xe cách gần đó.
#REVIEWNOW",8.2,642
17236,Sang HT,"Nhân viên nhận đặt tiệc làm việc ca chiều ngày 4 tháng 9/2019 (hình như tên là Nhi) có thái độ ứng xử không tốt, không giải thích mà lại muốn ăn thua với khách hàng. gia đình tôi muốn đặt 5 bàn tiệc để họp mặt gia đình, sau khi đi xem vị trí, tôi vô tình xem qua thực đơn lẻ đang để trên các bàn thì được nhân viên thông báo là khách đặt bàn không được chọn thực đơn lẻ mà phải chọn set menu ,mình hỏi tại sao lại phân biệt khách lẻ và khách đoàn thì được trả lời vòng vo, sau đó nói đó là quy định của nhà hàng, nhân viên nói có thể gặp quản lý để hỏi. khi tôi nói cho gặp quản lý thì lại nói là không gặp được.",1.0,642
17237,Ngan Le,"Mình đặt phòng sinh nhật cho bé ,thức ăn ngon phục vụ rất nhiệt tình .khách ai cũng khen. Sẽ quay lại nhà hàng .",9.2,642
17238,NgọcAnh Lưu,"Nhân viên cư xử quá tệ. Được biết quán ở đây khá ngon. Khoảng 15h, mình và đồng nghiệp vào Phòng lạnh 3, phòng này phục vụ nhưng vẫn để cho khách hút thuốc, mình ngỏ ý muốn ngồi ở phòng lạnh không có người hút thuốc thì nhân viên phục vụ tên Ngọc Giàng cho biết là: ""Không thích thì dọn bàn ra sân ngồi. Phòng chung thì ráng chịu chứ."" Moá! Tức không chịu được. Xin thề. Không bao giờ trở lại. Ăn trả tiền chứ có phải đi xin bố thí đâu. Tổng cộng 8 người, tổng thiệt hại là 1tr1. Giá cả hợp lý. Nếu bạn chỉ chọn một nơi có món ngon và chấp nhận được kiểu nhân viên cư xử thô lỗ thì quán này xoá thể là một sự lựa chọn.",4.0,642
17239,Thi Nguyen,Hôm trước gia đình mình có đặt tiệc gia đình tại đây. Nhìn chung cách chế biến món nào cũng ngon lắm. Từng món tính theo giá menu. 1 bàn ít nhất 5 món. Bàn 12 người nhưng dĩa nào thức ăn cũng nhiều ăn no luôn. Ngon nhất là món cá điêu hồng sốt chua ngọt. Cá con to chiên giòn thấm vị. Có sảnh riêng cho đặt bàn gia đình. Nhân viên cũng rất nhiệt tình. Món gỏi cũng thấm và khá vừa miệng.,8.0,642
17240,Đường Phượng Thư,"Phòng mình hay kéo nhau qua Làng Nướng Nam Bộ - Hoà Bình ăn khi có liên hoan hay tất niên, ở đây tuy không nhiều món như bên Tô Hiến Thành nhưng vì gần công ty nên được ưu tiên chọn, đặc sản của quán là món heo sữa quay, món này không thể thiếu trong thực đơn khi nhóm mình đi ăn, ngoài ra những món gỏi, hay lẩu đều ngon, nhân viên phục vụ cũng nhanh nhẹn, có nhiều phòng riêng để họp nhóm hoặc khách lẻ thì có không gian mở bên ngoài, nhưng hơi nóng và ồn.",8.4,642
17241,Quỳnh Lương,"Quán nằm đối diện công viên nước Đầm Sen, gần ngã tư đèn xanh đèn đỏ. Lần trước mình ăn sinh nhật bạn bên Tô Hiến Thành thấy ăn ngon nên kì này mình ăn ở chi nhánh bên này. 

Nhà mình đặt tiệc ở đây. Xét về không gian quán trước thì quán rất rộng rãi và thoáng, tổng thể nhìn sạch sẽ. Bàn cũng được xếp cạnh nhau ko chật quá. Nói chung ok.

Vì mình đặt 2 bàn mỗi bàn 12 ng nên khẩu phần ăn rất nhiều nha. Ở đây làm món sẽ dựa vào số người của bàn. Mình đặt món trước rồi nhưng hôm đó lúc đến thì KÊU THÊM 2 món là gỏi ngó sen và sườn sốt chua ngọt. Sau đó mang ra 2 món đó rất to và mình tưởng là bình thường món đó to thế. Ai dè ko phải, mà là nhà hàng làm món theo số ghế của bàn. Nghĩa là tuy hôm đó bàn mình ngồi ko tới 12 người, chỉ có 9 người thôi mà vẫn làm khẩu phần cho 12 người. Lúc tính tiền mới biết là GIÁ TRÊN MENU là giá bán cho phần khẩu phần 4 người 😂😂 vì bàn mình 12 ghế > 12 người nên giá tiêng trên menu phải nhân 3 lên 😂😂🤗 lần đầu tiên mình thấy cái quán nào như vậy luôn :)))) ba mình ko chịu vì lúc gọi món thêm nhân viên ko nói gì hết, ba mình tức làm ầm ĩ một hồi thì quản lý tính cho 2 món đó giá như menu. Còn các món đặt trước thì vẫn tính giá theo đặt trước thì chuyện đó ba mình chấp nhận. 

Nhân viên ở đây lạ lắm :)) lúc mình gọi thêm 2 món đó, nhân viên nói là nhà mình đã có 6 món đặt trước rồi mà vẫn muốn gọi thêm nữa hả? )) ơ buồn cười :))) ăn nhiều thì gọi thêm thôi chứ :))) nhưng nếu lúc đó nhân viên mà có nói là giá tiền menu phải nhân 3 lên thì nhà mình ko gọi thêm đâu )) 
1 cái lạ nữa là lúc ăn gà xôi chiên mình xin nhân viên thêm tương ớt, xong chị đó bảo là món này ăn với muối tiêu chanh chứ ko phải ăn với tương ớt xong ko đi lấy 😂 ơ buồn cười khách thích ăn với tương gì thì lấy tương đó chứ :))))) xong mình nói nhưng em ăn với tương ớt thì mới xụ mặt đi lấy :)))
À ở đây hình như bạn phải ăn GẦN HẾT hoặc HẾT món rồi nhân viên mới mang lên món mới :))) nên khoảng cách giờ mang món ăn rất lâu. 

Thôi bàn về đồ ăn )) Vì nhà mình đặt món trước và đặt bàn 12 ng nên món ăn rất lớn nha. Nhìn chung món ăn ở đây ngon nè, thật sự là mình ko thấy món nào dở hết :))))) điểm cộng lớn của quán.
1. Heo sữa quay bánh bao: Ngon. Da heo rất giòn, heo ướp cũng ngon nữa. Bánh bao ngon.
2. Gỏi ngó sen: hơi nhiều nước sốt nhưng cũng ngon. Ngó sen giòn, thịt tôm chất lượng. Chỉ cần bớt nước sốt gỏi là được.
3. Tôm hấp dừa: tôm chắc, tươi, thịt nhiều.
4. Gà nướng lu: ngon lắm luôn, thịt gà chắc, to, nhiều thịt, gà ướp rất vừa vị, xôi chiên cũng ngon nữa.
5. Sườn sốt chua ngọt: món này cũng ngon nữa ))) thịt sườn lăn bột nhưng vẫn có thịt nhiều chứ ko phải toàn bột đâu nha. Sốt ngon.
6. Cơm chiên: món này ăn ok. Có tôm mực thịt thà các kiểu. 
7. Hải sâm bao tử nai gì ấy: ăn cũng được nhé. Có cà rốt cải thìa nấm, hải sâm, bao tử với da heo hay sao ấy nhỉ. Mình ko thích món này lắm nhưng người lớn nhà mình ăn bảo ngon vét hết hải sâm ăn ))
8. Tráng miệng có dưa hấu với bánh flan. Đến đây nhất định, NHẤT ĐỊNH PHẢI GỌI BÁNH FLAN nhé trời ơi siêu siêu ngon luôn :)) một cái bánh to lắm nha, ăn béo, ko ngán, ko quá ngọt. Nói chung bánh flan ngon nhất từ trước tới h mình ăn :)))) Món này ngon nhất bữa ăn đó luôn. Nhà mình còn gói thêm 8 cái đem về nữa vì quá ngon )))

Hôm đó nhà mình ăn hết hơn 4 triệu, 2 bàn, hình như đi 20 người.",7.2,642
17242,Thái Thảo,"Mình có bạn đãi tiệc ở đây mà mình thấy hem thích lắm :( không gian quán to, nhưng đông kinh khủng ấy nên thành ra lại hơi ngột ngạt, chắc tại hệ thống làng nướng nam bộ cũng nổi nên khách đông phết, nhân viên thì cũng ok mau lẹ :D về thức ăn thì mình thấy bình thường, ko tệ cũng ko ngon, cảm giác cây nhà lá vườn, kiểu nhà làm cũng dc í hix :( giá cả cũng ko rẻ tầm gần 100k/ món :-? Mình nghĩ với giá này chắc có nhiều lựa chọn khác hơn nhưng chắc ở đây kiểu rộng rãi, cũng nổi tiếng nên dễ tổ chức ăn uông tiệc tùng các thứ :-?",6.8,642
17243,Ali Culi,"-Vị trí: nằm ngay mặt tiền đường nhưng rất dễ chạy lố vì quán khá khuất. Có chỗ gửi xe gần đó nhưng phải đi một đoạn mới tới và nằm trong hẻm
-Giá cả: giá rẻ, bình dân, không đắt cũng không rẻ, tuỳ theo từng món
-Chất lượng: rất tuyệt, nêm nếm vừa miệng, các món được bày trí rất đẹp mắt. Món nào cũng ngon. Mặc dù giá rẻ nhưng đồ ăn thì rất chất lượng
-Dịch vụ: Có các phòng riêng có máy lạnh, nếu muốn thì có thể nói nhân viên thì sẽ được sắp xếp, phòng nào cũng thoáng, hoặc là có các chỗ ngồi ngoài trời cũng rất mát. Đội ngũ nhân viên phục vụ nhiệt tình, thân thiện. Thấy khách vừa tới là sắp xếp bàn liền rồi có người đứng gần bàn để khách cần gì thì kêu ngay. Do quán phục vụ tốt, giá lại phải chăng nên mỗi khi gia đình có tiệc hay gì đều đến quán ủng hộ
-Không gian: như đã nói là rất thoáng và thoải mái. Sạch sẽ và rộng rãi. À nhà vệ sinh cũng rất sạch, đặc biệt là có máy lạnh nữa :))
Nói chung quán phục vụ rất tốt, đồ ăn ngon, giá cả lại phải chăng",9.8,642
17244,Anslee Ân,"- Vị trí: Rất dễ chạy lố và chỗ đó rất đông xe. Chỗ giữ xe nằm trong hẻm, gặp nó trước khi gặp nhà hàng nếu từ Đầm Sen vào.
- Không gian: To và bình dân, thoáng mát. Nhưng tiếc là không có wifi :( .
- Phục vụ: Bình thường.
- Chất lượng: Khá là ngon. Các loại gỏi ngon, món nai ngon hơn món bò, bảo tử hầm tiêu siêu siêu ngon. Mình đến đây mấy lần rồi đều chưa thất vọng. Và ngon hay không chắc cũng tuỳ món nên phải thử mới biết haha.",7.4,642
17245,Joey Trần,"Hôm trước mình có đặt tiệc sinh nhật gia đình ở đây.
Tiếp tân rất nhiệt tình tư vấn cho mình về menu và dẫn đi coi phòng tiệc
Phòng riêng cho gia đình. Menu tầm 2-3tr là ngon lành. Nếu muốn karaoke thì 100k 1 tiếng.
Đồ ăn khá ngon và nhiều. Nóng sốt. Nếu thiếu có thể order dọn lên nhanh lăm
Nói chung là ưng ý
Phục vụ rất nhiệt tình",7.6,642
17246,Khải Trần,"Trước có dịp ăn sinh nhật nhỏ cháu ở đây, đó giờ cũng hay đi Nam Bộ nhưng đa phần ăn bên CMT8 và Lý Thường Kiệt. Hầu như chi nhánh nào của nam Bộ cũng khá đông do nhiều người đặc tiệc, bên đây cũng vậy ở đây có gửi xe hơi bất tiện chút, do phải gửi cách vài chục mét rồi đi bộ vào.
- Món ăn đa dạng như các chi nhánh kia, nhưng có vẻ không ngon bằng, món khai vị cha giò làm ăn OK, gà nướng ăn với xôi làm cũng tạm được chứ không ngon, Món heo rừng nướng giả cày nhìn thì hấp dẫn nhưng ăn thì không ổn lắm vì làm dai quá cắn đau hết cả răng mà không đứt và da thì cứng ghê hồn...@@ nếu làm thịt mềm và da giòn thì món này ngon à...
- Giá cả thì tầm trung mức làng nướng cũng như các quán khác cùng phong cách.
 - Phục vụ sảnh ngoài không có gì phàn nàn, còn bên phòng lạnh phía trong đãi tiệc nhiều bàn thì có lần gặp 1 vai em phục vụ hỏi hơi trống không, kg lịch sự gì cả...nhưng chắc do em đó khó tính...@@
- Gửi xe hình như 3k/chiếc.",6.4,642
17247,Linda Luu,"Bạn mình tổ chức thôi nôi cho con gái ở đây nên mình tới dự. Ấn tượng đầu tiên là quá đông đúc, dù ngồi phòng riêng nhưng vẫn thấy ồn. Nhưng sau khi nhập tiệc thì mình biết tại sao lại đông như thế vì đồ ăn ở đây ngon quá mà giá cả cũng hợp nữa.
Mình kết ngay từ khai vị với 4 món ngon cực. Do không ăn heo quay nên không biết thế nào nhưng mọi người bảo ngon. Nói chung các món đều ổn chỉ riêng món gà hấp muối thì dở, món đó đem lên hầu như không ai ăn hết.
Nhân viên phục vụ nhiệt tình và nhanh nhẹn.",7.6,642
17248,Cốm Kem,"Lại là Làng nướng Nam Bộ. Gởi xe ngoài trời là bạn có chút không thích. Đi tới cổng được chị lễ tân chào hỏi, xách bánh giùm, đưa vào tận phòng, thấy có cảm tình hơn bên CMT8. Trong phòng có cái máy lạnh đứng, phả thẳng qua một bên. Nửa phòng lạnh cóng, nửa phòng nóng sôi :(. Đồ ăn không ngon, không tươi.  ạn nhân viên phục vụ bên này cũng được, có cái ít cười. Bên này mặc đồng phục khác bên CMT8. Món ăn mình ăn chưa xong, để lên món mới, bạn nhân viên không nói gì hết, cứ tự nhiên bỏ đại đồ dư trên dĩa cho mọi người. Hay lúc dọn nước chấm, sao không hỏi mình dọn được hay không? Mình là cái đứa dở hơi, món gì cũng ngồi chấm đủ loại nước chấm coi ăn với cái nào ngon nhất. Nhưng mà cứ người ta dọn mình mở miệng không cho cũng kỳ. Mọi người ăn uống xong xuôi mà bạn nhân viên cũng không dọn bớt bàn, trong khi đã chuyển qua hát karaoke rồi nữa. Đoạn cuối gọi 3 dĩa trái cây thập cẩm, miếng nào miếng đó khô queo từ thơm, bưởi, chôm chôm,... Nản lòng với Làng nướng Nam Bộ. Nếu ăn cho vui, không cần ngon, không cần phục vụ tốt thì đây là 1 sự chọn lựa không tồi.",5.4,642
17249,Shin Yami,"Hôm đó đi ăn sinh nhật bà chị, ngồi trong phòng máy lạnh thích lắm. Giá như phòng có ti vi thì tốt biết bao, mấy phòng khác phòng nào cũng có hết...
Món nào ăn cũng ok, thích nhất món cá sốt chua ngọt ~ tôi là người ăn cá này nhiều nhất luôn ấy XD
Cơm chiên cá mặn là món dở nhất trong tất cả các món, cơm chiên thì khô cá thì chả mặn gì hết. Cứ như đang ăn thịt gà xé sợi ấy ___ (bỏ ăn cơm từ lâu lắm rồi đến khi ăn lại vớ ngay món cơm dở kinh khủng _)
Được cái không gian đẹp, có cả nến thơm đốt lên nhìn lung linh :3",6.6,642
17250,Kelvin Mã,Bữa đó bà chị tổ chức sinh nhật. Ăn thì ngon có điều hơi phức tạp nên k thích cho lắm,7.4,642
17251,Thi Nguyen,"Quán nằm gần Đầm Sen nên cũng dễ tìm. Nhân viên phục vụ nhiệt tình, nhanh nhẹn. Thích hợp đi đông thì sẽ ăn được nhiều món giá cả được hơn. Giá cả hợp lý, mỗi món ăn từ 80-120k, nhưng được 1 dĩa to lắm. Nơi đây thấy cũng nhiều người đến để tổ chức sinh nhật, đám cưới, liên hoan, họp mặt bạn bè. Gần quán có chỗ gửi xe trong hẻm 3k/chiếc. Món ăn ở đây làm ngon, vừa miệng. Nhưng vì quán đông người đến nên hơi ồn ào chút. Sau bữa ăn có miễn phí tráng miệng nữa.",7.0,642
17252,Hồ Phương,"Mình đặt tô chả mà giao nhầm nạm chả nhưng vì nạm rất ngon nên ăn ok lắm , nạm mềm thơm cực , ăn đậm đà thì cho xíu nước mắm là ngon hơn nhiều , sẽ ăn lại để ủng hộ quán ( tô này m đặt 33k thui )",8.4,643
17253,Vy Nguyen,"Mình ord ăn cũng 4,5 lần rồi mà hình như thịt ngày càng ít đi thì phải? Tô đặc biệt 50k mà có 2,3 miếng thịt thì mình cũng chịu luôn ấy, thất vọng quán ghê.",6.0,643
17254,Toby Lewis,"Ăn trưa tại lầu 14, nhìn ra Nguyễn Huệ, sông Sài Gòn siêu đẹp, thích hợp để sống ảo, tuy nhiên cũng lưu ý đừng nhí nhố quá vì khách trên đây sang chảnh nha, kẻo mất mặt, haha. 
Đồ ăn bên đây chủ yếu là món Việt, tương ứng với giá tiền (cao) nên được trang trí đẹp, nhiều và ngon. Mình thích nhất món gà rô ti, làm rất vừa và thơm mùi nghệ.
Âm nhạc nhẹ nhàng thư giãn, nhân viên lịch sự. 
Giá thì cao, tại nhà hàng khách sạn 4 sao mà, lại trên tầng cao nhất.",8.6,644
17255,Huỳnh Như,"Món ăn ngon, decor đẹp mắt, ngồi trên đây ngắm Sài Gòn về đêm thì hết ý. có thể lên lầu 15 để ăn tối và ngắm cảnh ngoài trời ,tận hưởng không khí đêm sg ở trên cao,phục vụ rất tốt ,có tâm trong công việc.rất hài lòng về nhà hàng:)",8.2,644
17256,Đôrêmông Nguyễn,"Chỗ này nghe nói hồ bơi thì 6h sáng mới mở, ban ngày chắc dành cho người bơi xong lên ngồi hóng mát, đêm thì gió mát mẻ nhưng yếu chớ ra gió :)) menu thức uống đa dạng, có dòng 55k - 109k, có 1 menu đồng giá, mình uống Tropical gì đó cũng ngon nhưng hơi chát. Phục vụ dễ thương, chu đáo. Nghe nói đây là quán của tầng 14 luôn do mấy bạn đó phục vụ. View đẹp :v thích hợp hẹn hò riêng tư vì ít người lên nha :) 
P/s: Ngắm được Kumho nè, tòa nhà đủ màu nhìn từ quận 2 sang, tòa nhà Vietcombank...",7.8,644
17257,Trang Pham,"Nhà hàng tọa lạc tại tầng 14 của khách sạn Palace Saigon. Không gian nhà hàng rất sang trọng, mang nhiều nét đặc trưng Việt Nam. Chủ yếu khách đến đây là người nước ngòai đi du lịch. 
Nhà hàng có 2 tầng, do hôm mình đến trời mưa nên ở tầng 14, sau bữa ăn bạn có thể đi bộ lên tầng 15 để ngắm cảnh. Tốt nhất các bạn nên đặt bàn trước để có được vị trí đẹp nhất. Ở tầng 15, có thể nhìn bao quát ra xung quanh Sài Gòn buổi tối rất đẹp, nhìn xuống có thể thấy công trường xây dựng metro tại đường Nguyễn Huệ. 
Món ăn thì khá ngon, trang trí đẹp mắt, nhân viên phục vụ rất nhiệt tình và vui vẻ. Mức giá các bạn có thể tham khảo ở phần trước mình check in. trangthich Lemongrass",7.6,644
17258,Cyan Nguyễn,"Tình cờ đến Lemongrass vào một buổi trưa không biết đi đâu, nhưng sau đó thì cảm thấy cực thích nơi này!
Đồ ăn khá ngom và vừa miệng, giá cả set lunch cũng khá hợp lý, thêm chất lượng phục vụ khá tốt và nhiệt tình.
Nhà hàng khá vắng, có lẽ vì ở trên cao và ít người biết đến nhưng lại rất yên tĩnh để dùng bữa trưa và thư giãn s)",8.4,644
17259,Van Nguyen,"Chuyên các món Việt rất ngon, ko gian đẹp. Ngồi cạnh cửa sổ ngắm phố phường Sài Gòn thì hết ý. Phục vụ chuyên nghiệp tận tình. Set lunch rất phải chăng nhé mọi người nhưng vì ở trên đỉnh ks nên ít người biết tới. Khách đến đa phần người nước ngoài. Phù hợp đãi khách business.",8.2,644
17260,B Mai Luu,Nhiều topping nhìn hấp dẫn mà ăn lại bình thường,7.0,645
17261,Yoshi Harada,"Photos from before lockdown. Will visit again. So much filling, nice Bánh Mì.",7.0,645
17262,Đạt Phương,"Ăn cũng đã lâu , bánh mì rất ngon và rẻ , bữa vì nhà có đồ để kẹp với bánh mì nên mình chỉ mua 1 ổ patê với bơ không đem về thì được tính giá 12k trong khi đó ở bánh mì thịt là 20k , nên thiết nghĩ quán bán rất là rẻ , thịt rau đồ chỉ 8k thôi , mà không biết quán nhập ở đâu bơ với patê mắc quá .",3.0,645
17263,Minh Nhi,"Minh coi review nên order qa app ăn thử. Vì gần nhà nên giao tới bánh mì còn giòn. 20k/ ổ nhỏ nhưng chất lượng vô cùng, thịt thà cả đồ đầy đủ. Pate thơm. Bánh mì giòn rụm ăn phê lắm lun :)))))) Do mình ăn hơi mặn nên thấy hơi lạt tí, bỏ thêm tí muối tiêu nữa là hết xảy. 
Nge đồn xôi cũng khá ngon nên lần sau mình sẽ order xôi ăn thử. Cá nhân mình thấy bánh mì này ngon hơn Tuấn Mặp nha.",8.0,645
17264,Tấn Phong,Tiệm này có bán xôi mặn nữa ngon lắm luôn nếp rất là dẽo để lâu không bị cứng patê rất là thơm có đồ chua ăn ghiền luôn giá cũng có 20k,10,645
17265,Hoachitchit Ngô,"Bánh mỳ giòn thơm,đồ ăn nhiều,sạch sẽ ,vệ sinh,pate thơm ngon,ăn béo,thích nhất là bơ,do chính tay bà chủ làm 😊",8.2,645
17266,Foodee_B2275218,"Quán nằm ngay góc ngã 3 Cống quỳnh Cao Ba Nha . Ngay tại số 21 Cống Quỳnh. Mình đi tới 2 người được mấy a phục vụ dắt qua một vị trí xéo xéo quán có không gian vô cùng đẹp. Nghe nói quán mới vừa sang lại khá là đẹp và thoáng mát. Nghe mấy a phục vụ gọi la khu Nhà Hàng.
Mình đi 2 người gọi 3 món. Nghe đồn Trứng non cháy tỏi ăn ngon nên mình kêu an thử giá 80k 1 phần ăn khá good vi vừa ăn chấm thêm nước tương và bánh mì thì tuyệt vời. Giá cả ổn do 1kg trứng mình mua ngoài chợ đã 420k r. 
Minh ăn thêm dồi vịt nghe nói món tủ. Cũng ok như dồi heo ăn cháo lòng ai nhậu chắc thích còn mình chỉ ăn thôi nen bth. 
Món cuối lẩu bò nhỏ giá chỉ 120k ăn khá vừa miệng, nước thanh, ko có ngọt mình dân bắc vào ăn toàn sợ đường mà rất hợp khẩu vị với quán. Mà nhiều thịt nữa.
2 người an khoang 290k rất hợp lý với 3 món. 2 vợ chồng minh no căng. Sẽ quay lại. 
Mà phục vụ nên chú ý nữa thì tuyệt",9.2,646
17267,✿ Mý Mỳ ✿,"Mình ghé vào buổi chiều tối nên rất đông khách ^^ Chắc do vậy mà quán đã mở rộng thêm mặt bằng kế bên. Không gian mới rộng rãi và thoáng. Vừa có bàn ngồi ngoài trời lẫn trong nhà luôn nha. Menu quán nhiều món + đa dạng. Giá cả ổn. Phù hợp tụ tập bạn bè, đồng nghiệp hoặc đi ăn cùng gia đình hen ^^

_Bắp bò kim chi: Không biết mọi người sao chứ mình bị thích món này. Bắp bò chắc thịt, ăn cùng kim chi chua cay đã ơi là đã ^^ Mọi người bảo ăn món này vs uống bia là bao hao. Có mỗi mình là phá mồi thôi ))
_Trứng non + mề cháy tỏi: Nghe đâu món này thuộc dạng hot ở quán nên mình cũng gọi thử ^^ 1 phần cũng khá nhiều nha. Đc nêm vừa miệng. Ăn cùng mề gà sần sật rất ngon. 
_Lẩu bò: 1 phần lẩu mà nhiều đồ ăn lắm ợh. Gồm bò viên, lá lách, lưỡi, gan, tim, phèo,... Nước lẩu vừa miệng. Ăn cùng bánh phở hen.

(+) nhân viên nhiệt tình, lên món nhanh. Giữ xe free.",8.0,646
17268,An Lộc,"Mấy lúc thèm lẩu bò là hay rủ bạn bè ra đây ăn
Hnay ngay dịp mưa gió,đi ăn lẩu là k còn j bằng luôn
Dnay quán khá đông nên mở rộng thêm mặt bằng nữa,thoáng hơn,rộng rãi hơn và đẹp hơn Tha hồ lựa chọn nha
Ăn quen nên đc giới thiệu món mới hàu né và bắp bò kim chi
Hàu bỏ trong chảo gan,thêm hành tây,phô mai,ăn béo thơm,chấm bánh mì hợp lắm nha
Bắp bò luộc ăn kèm kim chi,món này bắt bia dữ lắm,mấy ai khoái nhậu vô kiu nha,vị hơi đậm
Trứng non-mề gà cháy tỏi ăn cũng vẫn ngon nha",8.2,646
17269,Nguyen Bảo,"Lần thứ n ăn ở đây quán vẫn giữ đc chất lượng như ngày nào. Mình giới thiệu cho bạn bè tới ăn ai cũng khen quán cả. Mình gọi 1 lẩu bò lớn, 1 cơm chiên hải sản, 2 trứng non cháy tỏi 2 chai suối 2 chai bia. Tổng tiền chưa tới 500k có 430k thôi chia ra 4 người chả có bao nhiêu mà ăn bao nhiều. :)) . Nhân viên mới nên chưa để ý khách lắm, đc cái nhanh nhẹn, tận tình.. 
Mình đang thắc mắc không biết cái quán lẩu nướng tí chuột bên q5 với q1 này là cùng chi nhánh hay sao ta?",8.6,646
17270,B Mai Luu,"Mình đi Tết, bị phụ thu nhé, phụ thu lẻ tẻ cộng vào cũng khá nhiều tiền🤔. Xe hình như cũng mất phí.
Ăn lần 2 k ngon như lần đầu tiên ăn, nước hơi ngọt.
Trứng non xào mề gà ăn cũng ổn.",6.2,646
17271,Thảo,"Lần đầu ăn cũng như lần cuối cùng, thấy mọi người review vô xem ăn thử. Phục vụ ra mình hỏi bảo nồi lẩu bò giá như nào xong bảo từ 200 đến 400 mình kêu là lấy nồi 200 hồi ra tính tiền 299. Chưa nói tới nồi lẩu nhỏ xíu rất là chán. Giữ xe thêm 3 ngàn nữa chứ không free như mn nói. Gia vị thì bình thường không gì đặc biệt.",2.6,646
